rptMStateKey,aucUwwCode,aucUwwName,aggID,aucAggCode,aucAggName,aucPercEnteringUWWTP,aucMethodPercEnteringUWWTP,aucPercC2T,ReportNetEnvelopeFileId
IT,IT03Q150000143,,,IT03160121000218,,4.56,C,,60321
IT,IT03Q11000000490,,,IT03160121000218,,9.38,C,,60321
IT,IT03Q11000000491,,,IT03160121000218,,0.49,C,,60321
IT,IT03Q11000000492,,,IT03160121000218,,5.54,C,,60321
IT,IT03Q11000000493,,,IT03160121000218,,0.96,C,,60321
IT,IT03Q11000000494,,,IT03160121000218,,0.85,C,,60321
IT,IT03Q11000000495,,,IT03160121000218,,1.07,C,,60321
IT,IT03Q11000000496,,,IT03160121000218,,0.6,C,,60321
IT,IT03Q11000000497,,,IT03160121000218,,2.64,C,,60321
IT,IT03Q11000000498,,,IT03160121000218,,0.71,C,,60321
IT,IT03Q11000000499,,,IT03160121000218,,0.49,C,,60321
IT,IT03Q11000000500,,,IT03160121000218,,0.49,C,,60321
IT,IT03Q11000000501,,,IT03160121000218,,0.72,C,,60321
IT,IT03Q11000000506,,,IT03160121000218,,2.41,C,,60321
IT,IT03Q11000000507,,,IT03160121000218,,1.92,C,,60321
IT,IT03Q11000000508,,,IT03160121000218,,2.17,C,,60321
IT,IT03Q11000000509,,,IT03160121000218,,4.33,C,,60321
IT,IT03Q11000000510,,,IT03160121000218,,5.05,C,,60321
IT,IT03Q11000000511,,,IT03160121000218,,0.71,C,,60321
IT,IT03Q11000000512,,,IT03160121000218,,1.45,C,,60321
IT,IT03Q170000154,,,IT03160121000218,,1.41,C,,60321
IT,IT03160128000415,,,IT03160121000219,,100,C,,60321
IT,IT03Q11000000683,,,IT03160121000220,,95.91,C,,60321
IT,IT03160129000727,,,IT03160121000220,,3.49,C,,60321
IT,IT03160129000517,,,IT03160121000221,,100,C,,60321
IT,IT03160129000815,,,IT03160121000222,,76.66,C,,60321
IT,IT03160129000816,,,IT03160121000222,,23.34,C,,60321
IT,IT03160129000576,,,IT03160121000223,,94.27,C,,60321
IT,IT03Q190000013,,,IT03160121000224,,0.32,C,,60321
IT,IT03Q190000014,,,IT03160121000224,,0.3,C,,60321
IT,IT03160129000651,,,IT03160121000224,,99.38,C,,60321
IT,IT03160128000422,,,IT03160121000225,,100,C,,60321
IT,IT03Q13000000017,,,IT03160121000226,,1.81,C,,60321
IT,IT03Q13000000023,,,IT03160121000226,,0.05,C,,60321
IT,IT03Q13000000020,,,IT03160121000226,,0.68,C,,60321
IT,IT03Q13000000019,,,IT03160121000226,,0.27,C,,60321
IT,IT03Q13000000021,,,IT03160121000226,,0.27,C,,60321
IT,IT03Q13000000022,,,IT03160121000226,,0.18,C,,60321
IT,IT03160128000436,,,IT03160121000226,,96.74,C,,60321
IT,IT03160128000455,,,IT03160121000227,,100,C,,60321
IT,IT03160128000416,,,IT03160121000228,,100,C,,60321
IT,IT03160128000417,,,IT03160121000229,,99.59,C,,60321
IT,IT03160128000456,,,IT03160121000230,,57.11,C,,60321
IT,IT03160128000457,,,IT03160121000230,,38.39,C,,60321
IT,IT03160129000790,,,IT03160121000267,,99.89,C,,60321
IT,IT03160129000683,,,IT03160121000270,,100,C,,60321
IT,IT03Q11000000685,,,IT03160121000271,,99.5,C,,60321
IT,IT03160129000587,,,IT03160121000274,,95.09,C,,60321
IT,IT03160129000524,,,IT03160121000275,,100,C,,60321
IT,IT03160128000460,,,IT03160121000276,,100,C,,60321
IT,IT03Q13000000512,,,IT03160121000278,,0.02,C,,60321
IT,IT03Q13000000513,,,IT03160121000278,,0.03,C,,60321
IT,IT03Q13000000514,,,IT03160121000278,,0.03,C,,60321
IT,IT03Q13000000515,,,IT03160121000278,,0.04,C,,60321
IT,IT03Q13000000516,,,IT03160121000278,,0.04,C,,60321
IT,IT03Q210000024,,,IT03160121000278,,0.04,C,,60321
IT,IT03Q210000025,,,IT03160121000278,,0.02,C,,60321
IT,IT03160129000655,,,IT03160121000278,,99.56,C,,60321
IT,IT03160129000589,,,IT03160121000279,,98.39,C,,60321
IT,IT03160129000734,,,IT03160121000280,,98.75,C,,60321
IT,IT03160129000685,,,IT03160121000282,,100,C,,60321
IT,IT03160128000431,,,IT03160121000283,,100,C,,60321
IT,IT03160129000525,,,IT03160121000285,,100,C,,60321
IT,IT03Q13000000118,,,IT03160121000288,,100,C,,60321
IT,IT03160129000657,,,IT03160121000289,,100,C,,60321
IT,IT03160129000686,,,IT03160121000290,,99.99,C,,60321
IT,IT03Q210000007,,,IT03160121000291,,97.11,C,,60321
IT,IT03Q11000000586,,,IT03160121000293,,99.03,C,,60321
IT,IT03160129000590,,,IT03160121000294,,98.03,C,,60321
IT,IT03160129000527,,,IT03160121000295,,100,C,,60321
IT,IT03Q150000184,,,IT03160121000296,,0.95,C,,60321
IT,IT03160128000433,,,IT03160121000321,,100,C,,60321
IT,IT03160128000420,,,IT03160121000322,,100,C,,60321
IT,IT03160129000746,,,IT03160121000325,,99.44,C,,60321
IT,IT03Q11000000621,,,IT03160121000326,,0.06,C,,60321
IT,IT03Q11000000623,,,IT03160121000326,,0.24,C,,60321
IT,IT03Q150000186,,,IT03160121000326,,91.18,C,,60321
IT,IT03Q11000000689,,,IT03160121000327,,99.81,C,,60321
IT,IT03160129000508,,,IT03160121000328,,20.83,C,,60321
IT,IT03160128000129,,,IT03160121000328,,79.17,C,,60321
IT,IT03160128000467,,,IT03160121000329,,100,C,,60321
IT,IT03160129000543,,,IT03160121000330,,39.75,C,,60321
IT,IT03Q13000000439,,,IT03160121000330,,58.28,C,,60321
IT,IT03160129000825,,,IT03160121000331,,100,C,,60321
IT,IT03160129000689,,,IT03160121000332,,98.25,C,,60321
IT,IT03160129000749,,,IT03160121000333,,99.35,C,,60321
IT,IT03160128000468,,,IT03160121000335,,100,C,,60321
IT,IT03160129000660,,,IT03160121000336,,100,C,,60321
IT,IT03160129000607,,,IT03160121000337,,95.07,C,,60321
IT,IT03160129000690,,,IT03160121000339,,99.32,C,,60321
IT,IT03160128000469,,,IT03160121000340,,100,C,,60321
IT,IT03160128000470,,,IT03160121000341,,100,C,,60321
IT,IT03160129000822,,,IT03160121000343,,100,C,,60321
IT,IT03Q170000175,,,IT03160121000344,,0.51,C,,60321
IT,IT03Q150000177,,,IT03160121000344,,1.35,C,,60321
IT,IT03Q150000178,,,IT03160121000344,,1.28,C,,60321
IT,IT03Q150000179,,,IT03160121000344,,0.39,C,,60321
IT,IT03Q150000180,,,IT03160121000344,,6.97,C,,60321
IT,IT03Q150000181,,,IT03160121000344,,0.12,C,,60321
IT,IT03Q11000000567,,,IT03160121000344,,0.19,C,,60321
IT,IT03Q11000000568,,,IT03160121000344,,0.35,C,,60321
IT,IT03Q11000000560,,,IT03160121000344,,5.87,C,,60321
IT,IT03Q11000000569,,,IT03160121000344,,0.08,C,,60321
IT,IT03Q11000000549,,,IT03160121000344,,0.08,C,,60321
IT,IT03Q150000182,,,IT03160121000344,,1.18,C,,60321
IT,IT03Q150000183,,,IT03160121000344,,1.16,C,,60321
IT,IT03Q170000176,,,IT03160121000344,,0.49,C,,60321
IT,IT03Q210000006,,,IT03160121000344,,77.94,C,,60321
IT,IT03160129000823,,,IT03160121000345,,97.33,C,,60321
IT,IT03160129000824,,,IT03160121000345,,2.67,C,,60321
IT,IT03160129000608,,,IT03160121000346,,95.74,C,,60321
IT,IT03Q150000196,,,IT03160121000347,,0.26,C,,60321
IT,IT03Q150000188,,,IT03160121000347,,0.19,C,,60321
IT,IT03Q150000189,,,IT03160121000347,,0.13,C,,60321
IT,IT03160129000606,,,IT03160121000347,,93.24,C,,60321
IT,IT03160129000821,,,IT03160121000348,,100,C,,60321
IT,IT03Q11000000676,,,IT03160121000349,,100,C,,60321
IT,IT03160128000434,,,IT03160121000350,,100,C,,60321
IT,IT03160129000659,,,IT03160121000351,,100,C,,60321
IT,IT03Q170000001,,,IT03160121000354,,100,C,,60321
IT,IT03160129000505,,,IT03160121000355,,99.93,C,,60321
IT,IT03Q170000211,,,IT03160121000355,,0.07,C,,60321
IT,IT03Q150000173,,,IT03160121000356,,0.02,C,,60321
IT,IT03160129000588,,,IT03160121000356,,97.18,C,,60321
IT,IT03160128000134,,,IT03160121000358,,100,C,,60321
IT,IT03160129000692,,,IT03160121000359,,95.79,C,,60321
IT,IT03160129000753,,,IT03160121000362,,99.4,C,,60321
IT,IT03160128000394,,,IT03160121000363,,96.87,C,,60321
IT,IT03160128000471,,,IT03160121000364,,100,C,,60321
IT,IT03160128000472,,,IT03160121000365,,100,C,,60321
IT,IT03160128000463,,,IT03160121000366,,100,C,,60321
IT,IT03160128000446,,,IT03160121000367,,100,C,,60321
IT,IT03160129000661,,,IT03160121000368,,100,C,,60321
IT,IT03160129000826,,,IT03160121000369,,100,C,,60321
IT,IT03160128000396,,,IT03160121000370,,98.39,C,,60321
IT,IT03160129000693,,,IT03160121000371,,100,C,,60321
IT,IT03160128000435,,,IT03160121000372,,100,C,,60321
IT,IT03Q90000001115,,,IT03160121000374,,100,C,,60321
IT,IT03Q11000000680,,,IT03160121000375,,96.16,C,,60321
IT,IT03160129000694,,,IT03160122000376,,100,C,,60321
IT,IT03160129000789,,,IT03160122000377,,100,C,,60321
IT,IT03160129000783,,,IT03160122000378,,99.87,C,,60321
IT,IT03160129000662,,,IT03160122000379,,99.68,C,,60321
IT,IT03160129000755,,,IT03160122000381,,85.54,C,,60321
IT,IT03160129000756,,,IT03160122000381,,13.98,C,,60321
IT,IT03160128000137,,,IT03160122000382,,100,C,,60321
IT,IT03Q150000201,,,IT03160122000383,,95.74,C,,60321
IT,IT03160129000655,,,IT03160122000385,,67.55,C,,60321
IT,IT03160129000667,,,IT03160122000385,,32.45,C,,60321
IT,IT03160129000612,,,IT03160122000386,,98.83,C,,60321
IT,IT03160128000397,,,IT03160122000387,,100,C,,60321
IT,IT03160129000613,,,IT03160122000388,,99.91,C,,60321
IT,IT03160128000473,,,IT03160122000389,,100,C,,60321
IT,IT03160128000474,,,IT03160122000391,,100,C,,60321
IT,IT03160128000475,,,IT03160122000392,,100,C,,60321
IT,IT03Q13000000163,,,IT03160122000395,,0.68,C,,60321
IT,IT03Q170000017,,,IT03160122000395,,0.14,C,,60321
IT,IT03160128000143,,,IT03160122000395,,99.18,C,,60321
IT,IT03160128000492,,,IT03160122000397,,100,C,,60321
IT,IT03160128000427,,,IT03160122000399,,58.74,C,,60321
IT,IT03Q11000000052,,,IT03160122000399,,41.15,C,,60321
IT,IT03160128000438,,,IT03160122000400,,100,C,,60321
IT,IT03160128000136,,,IT03160122000401,,100,C,,60321
IT,IT03160129000770,,,IT03160122000402,,99.8,C,,60321
IT,IT03160128000142,,,IT03160122000403,,100,C,,60321
IT,IT03Q150000273,,,IT03160122000404,,0.53,C,,60321
IT,IT03Q150000274,,,IT03160122000404,,0.53,C,,60321
IT,IT03Q150000275,,,IT03160122000404,,0.53,C,,60321
IT,IT03Q150000276,,,IT03160122000404,,0.29,C,,60321
IT,IT03Q150000277,,,IT03160122000404,,0.29,C,,60321
IT,IT03Q150000278,,,IT03160122000404,,0.29,C,,60321
IT,IT03Q150000279,,,IT03160122000404,,0.29,C,,60321
IT,IT03Q150000280,,,IT03160122000404,,0.29,C,,60321
IT,IT03Q150000281,,,IT03160122000404,,0.29,C,,60321
IT,IT03Q150000282,,,IT03160122000404,,0.31,C,,60321
IT,IT03Q150000283,,,IT03160122000404,,0.31,C,,60321
IT,IT03Q150000284,,,IT03160122000404,,0.31,C,,60321
IT,IT03Q150000285,,,IT03160122000404,,0.31,C,,60321
IT,IT03Q150000286,,,IT03160122000404,,0.31,C,,60321
IT,IT03160129000797,,,IT03160122000404,,94.85,C,,60321
IT,IT03160128000437,,,IT03160122000405,,100,C,,60321
IT,IT03160128000439,,,IT03160122000406,,100,C,,60321
IT,IT03160129000794,,,IT03160122000407,,99.68,C,,60321
IT,IT03160128000398,,,IT03160122000408,,99.93,C,,60321
IT,IT03160129000668,,,IT03160122000409,,100,C,,60321
IT,IT03160129000800,,,IT03160122000410,,99.98,C,,60321
IT,IT03160128000399,,,IT03160122000411,,100,C,,60321
IT,IT03160129000615,,,IT03160122000412,,98.37,C,,60321
IT,IT03Q90000001120,,,IT03160122000414,,100,C,,60321
IT,IT03160129000618,,,IT03160122000416,,91.76,C,,60321
IT,IT03160129000757,,,IT03160122000417,,99.46,C,,60321
IT,IT03Q170000205,,,IT03160122000418,,100,C,,60321
IT,IT03160129000669,,,IT03160122000419,,100,C,,60321
IT,IT03160128000401,,,IT03160122000420,,100,C,,60321
IT,IT03160128000400,,,IT03160122000421,,98.45,C,,60321
IT,IT03160129000670,,,IT03160122000423,,100,C,,60321
IT,IT03160128000477,,,IT03160122000424,,100,C,,60321
IT,IT03160129000620,,,IT03160122000426,,42.83,C,,60321
IT,IT03160129000621,,,IT03160122000426,,31.08,C,,60321
IT,IT03160129000622,,,IT03160122000426,,12.72,C,,60321
IT,IT03160129000623,,,IT03160122000426,,8.41,C,,60321
IT,IT03160129000671,,,IT03160122000427,,100,C,,60321
IT,IT03160129000759,,,IT03160122000428,,51.76,C,,60321
IT,IT03Q11000000690,,,IT03160122000428,,45.82,C,,60321
IT,IT03160129000827,,,IT03160122000429,,100,C,,60321
IT,IT03160128000478,,,IT03160122000430,,98.05,C,,60321
IT,IT03Q11000000048,,,IT03Q11000000000,,100,C,,60321
IT,IT03Q150000034,,,IT03Q11000000001,,3.48,C,,60321
IT,IT03Q150000035,,,IT03Q11000000001,,3.18,C,,60321
IT,IT03Q150000036,,,IT03Q11000000001,,3.5,C,,60321
IT,IT03Q11000000049,,,IT03Q11000000001,,87.04,C,,60321
IT,IT03Q11000000050,,,IT03Q11000000002,,92.94,C,,60321
IT,IT03Q150000099,,,IT03Q11000000004,,4.24,C,,60321
IT,IT03Q150000100,,,IT03Q11000000004,,4.24,C,,60321
IT,IT03Q150000101,,,IT03Q11000000004,,4.24,C,,60321
IT,IT03Q11000000211,,,IT03Q11000000004,,85.07,C,,60321
IT,IT03Q150000097,,,IT03Q11000000004,,0.85,C,,60321
IT,IT03Q150000098,,,IT03Q11000000004,,0.85,C,,60321
IT,IT03Q90000001638,,,IT03Q11000000006,,99.24,C,,60321
IT,IT03Q170000024,,,IT03Q13000000000,,0.11,C,,60321
IT,IT03Q170000025,,,IT03Q13000000000,,0.06,C,,60321
IT,IT03160128000480,,,IT03Q13000000000,,99.73,C,,60321
IT,IT03160128000484,,,IT03Q13000000001,,100,C,,60321
IT,IT03Q170000022,,,IT03Q13000000002,,0.07,C,,60321
IT,IT03Q170000023,,,IT03Q13000000002,,0.11,C,,60321
IT,IT03160128000486,,,IT03Q13000000002,,99.82,C,,60321
IT,IT03160128000499,,,IT03Q13000000003,,5.58,C,,60321
IT,IT03Q13000000124,,,IT03Q13000000003,,94.42,C,,60321
IT,IT03Q13000000126,,,IT03Q13000000004,,6.66,C,,60321
IT,IT03Q170000019,,,IT03Q13000000004,,2.75,C,,60321
IT,IT03Q170000001,,,IT03Q13000000004,,87.84,C,,60321
IT,IT03Q170000003,,,IT03Q13000000004,,2.75,C,,60321
IT,IT03160129000511,,,IT03Q13000000005,,100,C,,60321
IT,IT03160128000483,,,IT03Q13000000006,,32.87,C,,60321
IT,IT03160129000516,,,IT03Q13000000006,,67.13,C,,60321
IT,IT03160128000143,,,IT03Q13000000007,,100,C,,60321
IT,IT03Q13000000162,,,IT03Q13000000008,,100,C,,60321
IT,IT03160128000138,,,IT03Q13000000009,,100,C,,60321
IT,IT03Q13000000441,,,IT03Q13000000010,,95.01,C,,60321
IT,IT03Q13000000479,,,IT03Q13000000011,,100,C,,60321
IT,IT03Q13000000488,,,IT03Q13000000012,,97.39,C,,60321
IT,IT03Q13000000116,,,IT03Q13000000013,,100,C,,60321
IT,IT03Q13000000117,,,IT03Q13000000014,,100,C,,60321
IT,IT03Q13000000119,,,IT03Q13000000016,,100,C,,60321
IT,IT03Q150000049,,,IT03Q150000001,,100,C,,60321
IT,IT03Q150000064,,,IT03Q150000003,,98.32,C,,60321
IT,IT03Q150000065,,,IT03Q150000004,,95.02,C,,60321
IT,IT03Q150000066,,,IT03Q150000005,,8.12,C,,60321
IT,IT03Q150000067,,,IT03Q150000005,,91.52,C,,60321
IT,IT03Q150000072,,,IT03Q150000006,,2.52,C,,60321
IT,IT03Q150000073,,,IT03Q150000006,,23.3,C,,60321
IT,IT03Q150000074,,,IT03Q150000006,,10.13,C,,60321
IT,IT03Q170000161,,,IT03Q150000006,,23.3,C,,60321
IT,IT03Q170000162,,,IT03Q150000006,,23.3,C,,60321
IT,IT03Q170000163,,,IT03Q150000006,,2.4,C,,60321
IT,IT03Q170000160,,,IT03Q150000006,,0.4,C,,60321
IT,IT03Q150000079,,,IT03Q150000007,,44.84,C,,60321
IT,IT03Q150000080,,,IT03Q150000007,,53.18,C,,60321
IT,IT03Q150000090,,,IT03Q150000008,,30.91,C,,60321
IT,IT03Q150000091,,,IT03Q150000008,,5.78,C,,60321
IT,IT03Q150000092,,,IT03Q150000008,,33.43,C,,60321
IT,IT03Q150000093,,,IT03Q150000008,,15.4,C,,60321
IT,IT03Q150000094,,,IT03Q150000009,,95.37,C,,60321
IT,IT03Q150000120,,,IT03Q150000010,,98.09,C,,60321
IT,IT03Q150000121,,,IT03Q150000011,,98.03,C,,60321
IT,IT03Q150000122,,,IT03Q150000012,,92.65,C,,60321
IT,IT03Q150000124,,,IT03Q150000013,,53.7,C,,60321
IT,IT03Q150000125,,,IT03Q150000013,,7.82,C,,60321
IT,IT03Q150000126,,,IT03Q150000013,,5.93,C,,60321
IT,IT03Q150000127,,,IT03Q150000013,,3.75,C,,60321
IT,IT03Q150000123,,,IT03Q150000013,,2.28,C,,60321
IT,IT03Q150000128,,,IT03Q150000014,,98.78,C,,60321
IT,IT03Q150000130,,,IT03Q150000015,,99.66,C,,60321
IT,IT03Q150000150,,,IT03Q150000016,,3.7,C,,60321
IT,IT03Q150000151,,,IT03Q150000016,,4.45,C,,60321
IT,IT03Q170000174,,,IT03Q150000016,,3.25,C,,60321
IT,IT03Q170000173,,,IT03Q150000016,,9.13,C,,60321
IT,IT03Q150000154,,,IT03Q150000016,,1.87,C,,60321
IT,IT03Q150000155,,,IT03Q150000016,,9.13,C,,60321
IT,IT03Q150000156,,,IT03Q150000016,,7.13,C,,60321
IT,IT03Q150000157,,,IT03Q150000016,,5.12,C,,60321
IT,IT03Q150000158,,,IT03Q150000016,,4.99,C,,60321
IT,IT03Q150000159,,,IT03Q150000016,,7.97,C,,60321
IT,IT03Q150000160,,,IT03Q150000016,,4.63,C,,60321
IT,IT03Q150000161,,,IT03Q150000016,,1.34,C,,60321
IT,IT03Q150000162,,,IT03Q150000016,,0.8,C,,60321
IT,IT03Q150000163,,,IT03Q150000016,,0.27,C,,60321
IT,IT03Q150000164,,,IT03Q150000016,,6.86,C,,60321
IT,IT03Q150000165,,,IT03Q150000016,,1.65,C,,60321
IT,IT03Q150000166,,,IT03Q150000016,,5.03,C,,60321
IT,IT03Q150000167,,,IT03Q150000016,,10.74,C,,60321
IT,IT03Q150000168,,,IT03Q150000016,,0.8,C,,60321
IT,IT03Q150000169,,,IT03Q150000016,,0.27,C,,60321
PT,PT7050206,,,PTAGL266,,87,E,,60309
PT,PT7050205,,,PTAGL266,,13,E,,60309
PT,PT8032476,,,PTAGL267,,100,E,,60309
PT,PT7071946,,,PTAGL268,,100,E,,60309
PT,PT7055468,,,PTAGL269,,100,E,,60309
PT,PT18640509,,,PTAGL270,,100,E,,60309
PT,PT1032095,,,PTAGL271,,100,E,,60309
PT,PT7032905,,,PTAGL272,,100,E,,60309
PT,PT20424372,,,PTAGL273,,100,E,,60309
PT,PT7032883,,,PTAGL274,,66,E,,60309
PT,PT7054176,,,PTAGL274,,34,E,,60309
PT,PT12032876,,,PTAGL275,,100,E,,60309
PT,PT7052752,,,PTAGL276,,100,E,,60309
PT,PT999680,,,PTAGL277,,100,E,,60309
PT,PT6032165,,,PTAGL278,,100,E,,60309
PT,PT18649931,,,PTAGL279,,100,E,,60309
PT,PT18066875,,,PTAGL280,,100,E,,60309
PT,PT1031951,,,PTAGL282,,100,E,,60309
PT,PT18060248,,,PTAGL283,,100,E,,60309
PT,PT8040108,,,PTAGL284,,77,E,,60309
PT,PT8040107,,,PTAGL284,,23,E,,60309
PT,PT20424420,,,PTAGL285,,100,E,,60309
PT,PT10032602,,,PTAGL286,,100,E,,60309
PT,PT18068059,,,PTAGL287,,100,E,,60309
PT,PT18463033,,,PTAGL288,,100,E,,60309
PT,PT20345249,,,PTAGL289,,82,E,,60309
PT,PT7032596,,,PTAGL289,,18,E,,60309
PT,PT8032628,,,PTAGL290,,100,E,,60309
PT,PT18150306,,,PTAGL291,,100,E,,60309
PT,PTAGL292tp01,,,PTAGL292,,100,E,,60309
PT,PT7032858,,,PTAGL294,,100,E,,60309
PT,PTAGL295tp01,,,PTAGL295,,100,E,,60309
PT,PT20999414,,,PTAGL296,,100,E,,60309
PT,PT7052725,,,PTAGL297,,100,E,,60309
PT,PT6032001,,,PTAGL333,,100,E,,60309
PT,PT18550413,,,PTAGL335,,100,E,,60309
PT,PT18661910,,,PTAGL336,,100,E,,60309
PT,PT18411107,,,PTAGL337,,100,E,,60309
PT,PT6003273,,,PTAGL338,,100,E,,60309
PT,PT6082184,,,PTAGL339,,29,E,,60309
PT,PT6032046,,,PTAGL339,,71,E,,60309
